NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
NGRNP1	1	ENSG00000214210	
KMT2D	1	ENSG00000167548	
NCMAP	1	ENSG00000184454	
CFHR1	1	ENSG00000244414	
NKX3-1	1	ENSG00000167034	
PREX1	1	ENSG00000124126	
LDLRAD3	1	ENSG00000179241	
ST6GAL2	1	ENSG00000144057	
TPST1	1	ENSG00000169902	
KPNA1	1	ENSG00000114030	
OR6Y1	1	ENSG00000197532	
HSPA12A	1	ENSG00000165868	
BCL7B	1	ENSG00000106635	
TARBP2	1	ENSG00000139546	
CASTOR1	1	ENSG00000239282	
NOTCH3	1	ENSG00000074181	
CHMP2A	1	ENSG00000130724	
HYCC2	1	ENSG00000155744	
POGLUT3	1	ENSG00000178202	
FGD6	1	ENSG00000180263	
PIGP	1	ENSG00000185808	
WIPI1	1	ENSG00000070540	
RBM47	1	ENSG00000163694	
FYTTD1	1	ENSG00000122068	
ANKIB1	1	ENSG00000001629	
CCDC127	1	ENSG00000164366	
LRSAM1	1	ENSG00000148356	
SLC38A2	1	ENSG00000134294	
TCOF1	1	ENSG00000070814	
SLC7A8	1	ENSG00000092068	
CSTA	1	ENSG00000121552	
TMCO6	1	ENSG00000113119	
PIGN	1	ENSG00000197563	
PDHX	1	ENSG00000110435	
RIOK1	1	ENSG00000124784	
RNA5-8SP6	1	ENSG00000251705	
RAB3IP	1	ENSG00000127328	
NFATC2IP	1	ENSG00000176953	
FAM200B	1	ENSG00000237765	
MFAP5	1	ENSG00000197614	
EEF1D	1	ENSG00000104529	
TAOK1	1	ENSG00000160551	
LAMTOR1	1	ENSG00000149357	
ZBTB8A	1	ENSG00000160062	
ZNF681	1	ENSG00000196172	
TSGA13	1	ENSG00000213265	
TMC7	1	ENSG00000170537	
STAG3	1	ENSG00000066923	
KCNB1	1	ENSG00000158445	
MAP3K7	1	ENSG00000135341	
LAMC2	1	ENSG00000058085	
BMAL2	1	ENSG00000029153	
UPK1B	1	ENSG00000114638	
PPDPF	1	ENSG00000125534	
GANAB	1	ENSG00000089597	
B4GALT5	1	ENSG00000158470	
BRIP1	1	ENSG00000136492	
MPZL1	1	ENSG00000197965	
SLC30A10	1	ENSG00000196660	
PDLIM3	1	ENSG00000154553	
DYNAP	1	ENSG00000178690	
CCDC198	1	ENSG00000100557	
OTULINL	1	ENSG00000145569	
HAS3	1	ENSG00000103044	
DHDDS	1	ENSG00000117682	
C5orf15	1	ENSG00000113583	
KLLN	1	ENSG00000227268	
TIMMDC1	1	ENSG00000113845	
ZNF431	1	ENSG00000196705	
PGRMC1	1	ENSG00000101856	
MTCO1P12	1	ENSG00000237973	
HK2	1	ENSG00000159399	
ATP2A2	1	ENSG00000174437	
HNRNPM	1	ENSG00000099783	
NPHP3	1	ENSG00000113971	
PRKG1	1	ENSG00000185532	
VENTX	1	ENSG00000151650	
CFLAR	1	ENSG00000003402	
CIAO2B	1	ENSG00000166595	
RHBDD2	1	ENSG00000005486	
ZNF264	1	ENSG00000083844	
LINS1	1	ENSG00000140471	
STARD9	1	ENSG00000159433	
DSP	1	ENSG00000096696	
TMEM265	1	ENSG00000281991	
SRARP	1	ENSG00000183888	
ACSS3	1	ENSG00000111058	
HMGB1P1	1	ENSG00000124097	
COTL1	1	ENSG00000103187	
STEAP1	1	ENSG00000164647	
PLOD1	1	ENSG00000083444	
IDH3A	1	ENSG00000166411	
MAP3K4	1	ENSG00000085511	
PRPF31	1	ENSG00000105618	
PURA	1	ENSG00000185129	
SVOP	1	ENSG00000166111	
RWDD2B	1	ENSG00000156253	
FAU	1	ENSG00000149806	
RGS14	1	ENSG00000169220	
SLC30A2	1	ENSG00000158014	
ZNF90	1	ENSG00000213988	
FCRL5	1	ENSG00000143297	
SLC29A4	1	ENSG00000164638	
SEC22A	1	ENSG00000121542	
DPH2	1	ENSG00000132768	
PTK6	1	ENSG00000101213	
CAD	1	ENSG00000084774	
FAM228B	1	ENSG00000219626	
PPARG	1	ENSG00000132170	
ZC3H11A	1	ENSG00000058673	
CD46	1	ENSG00000117335	
PALLD	1	ENSG00000129116	
COL7A1	1	ENSG00000114270	
ESF1	1	ENSG00000089048	
BRD9	1	ENSG00000028310	
SNX22	1	ENSG00000157734	
FBXO8	1	ENSG00000164117	
ANKRD36C	1	ENSG00000174501	
PCF11	1	ENSG00000165494	
SPRING1	1	ENSG00000111412	
MATN2	1	ENSG00000132561	
AQP6	1	ENSG00000086159	
MMP10	1	ENSG00000166670	
MBD6	1	ENSG00000166987	
KCNE2	1	ENSG00000159197	
MSMP	1	ENSG00000215183	
NINJ2	1	ENSG00000171840	
HTRA1	1	ENSG00000166033	
TCP10L	1	ENSG00000242220	
BMPER	1	ENSG00000164619	
CGB2	1	ENSG00000104818	
C22orf23	1	ENSG00000128346	
HMGB3P9	1	ENSG00000229992	
RPL13AP5	1	ENSG00000236552	
TMEM262	1	ENSG00000187066	
SNRPA	1	ENSG00000077312	
TP53RK	1	ENSG00000172315	
SNX32	1	ENSG00000172803	
SPINK2	1	ENSG00000128040	
PI4K2B	1	ENSG00000038210	
SLC4A1	1	ENSG00000004939	
ENSG00000285133	1	ENSG00000285133	
NOS1	1	ENSG00000089250	
FOXL2	1	ENSG00000183770	
CAPS2	1	ENSG00000180881	
CPLX1	1	ENSG00000168993	
ZNF480	1	ENSG00000198464	
TBC1D19	1	ENSG00000109680	
NAXD	1	ENSG00000213995	
GRAMD1A	1	ENSG00000089351	
RPL29P23	1	ENSG00000241950	
FAM83D	1	ENSG00000101447	
GNA14	1	ENSG00000156049	
ANK1	1	ENSG00000029534	
PPIAP59	1	ENSG00000228674	
FAM149A	1	ENSG00000109794	
TYW1B	1	ENSG00000277149	
SNRPA1P1	1	ENSG00000144158	
LLGL2	1	ENSG00000073350	
CDK7	1	ENSG00000134058	
SPNS1	1	ENSG00000169682	
ARSG	1	ENSG00000141337	
MCM8	1	ENSG00000125885	
ZNF131	1	ENSG00000172262	
ZNF221	1	ENSG00000159905	
SULT2A1	1	ENSG00000105398	
HMG20B	1	ENSG00000064961	
FAT4	1	ENSG00000196159	
PRXL2A	1	ENSG00000122378	
MON2	1	ENSG00000061987	
MSX2	1	ENSG00000120149	
CSAD	1	ENSG00000139631	
BTBD19	1	ENSG00000222009	
XPOT	1	ENSG00000184575	
CHST11	1	ENSG00000171310	
PRR14L	1	ENSG00000183530	
SMIM13	1	ENSG00000224531	
VASH2	1	ENSG00000143494	
KTN1	1	ENSG00000126777	
PLAG1	1	ENSG00000181690	
NAB2	1	ENSG00000166886	
R3HDM1	1	ENSG00000048991	
CYSTM1	1	ENSG00000120306	
GUSB	1	ENSG00000169919	
MRPL40	1	ENSG00000185608	
VPS13B	1	ENSG00000132549	
NUCB1	1	ENSG00000104805	
SLC25A11	1	ENSG00000108528	
TSPAN13	1	ENSG00000106537	
SKIC3	1	ENSG00000198677	
MTND2P28	1	ENSG00000225630	
IPO7	1	ENSG00000205339	
HLA-A	1	ENSG00000206503	
HTATSF1	1	ENSG00000102241	
ALDH7A1	1	ENSG00000164904	
PRRC2C	1	ENSG00000117523	
SHMT2	1	ENSG00000182199	
CTSH	1	ENSG00000103811	
ITSN1	1	ENSG00000205726	
IFT172	1	ENSG00000138002	
POU5F1	1	ENSG00000204531	
TFRC	1	ENSG00000072274	
DPH1	1	ENSG00000108963	
SLC26A4	1	ENSG00000091137	
CCDC32	1	ENSG00000128891	
CAB39	1	ENSG00000135932	
RBM22P2	1	ENSG00000213411	
HPS1	1	ENSG00000107521	
MKRN1	1	ENSG00000133606	
CDC7	1	ENSG00000097046	
RAB7A	1	ENSG00000075785	
HDAC9	1	ENSG00000048052	
PPP4R1	1	ENSG00000154845	
LAMTOR5	1	ENSG00000134248	
CEP20	1	ENSG00000133393	
STX6	1	ENSG00000135823	
NDUFA2	1	ENSG00000131495	
AARS1	1	ENSG00000090861	
DDHD2	1	ENSG00000085788	
SACS	1	ENSG00000151835	
SNX14	1	ENSG00000135317	
GLB1L3	1	ENSG00000166105	
ELMO1	1	ENSG00000155849	
ST8SIA4	1	ENSG00000113532	
KCTD10	1	ENSG00000110906	
DNAJC24	1	ENSG00000170946	
MNT	1	ENSG00000070444	
MYH3	1	ENSG00000109063	
TERB1	1	ENSG00000249961	
EFNA5	1	ENSG00000184349	
ARHGAP8	1	ENSG00000241484	
PTBP3	1	ENSG00000119314	
SBDSP1	1	ENSG00000225648	
CNKSR2	1	ENSG00000149970	
COPA	1	ENSG00000122218	
EPB41	1	ENSG00000159023	
IL1RN	1	ENSG00000136689	
ZNF595	1	ENSG00000272602	
MYLK3	1	ENSG00000140795	
IL10RB	1	ENSG00000243646	
WDR55	1	ENSG00000120314	
RPS10	1	ENSG00000124614	
DYNC2I1	1	ENSG00000126870	
AMMECR1	1	ENSG00000101935	
KIAA0513	1	ENSG00000135709	
MRPL55	1	ENSG00000162910	
TMBIM4	1	ENSG00000155957	
RGS10	1	ENSG00000148908	
NBPF14	1	ENSG00000270629	
SNCG	1	ENSG00000173267	
TMEM165	1	ENSG00000134851	
NPAP1	1	ENSG00000185823	
ELOF1	1	ENSG00000130165	
SYNGR2	1	ENSG00000108639	
TMEM127	1	ENSG00000135956	
UGP2	1	ENSG00000169764	
SLC35F1	1	ENSG00000196376	
NINL	1	ENSG00000101004	
RBMS3	1	ENSG00000144642	
NRIP1	1	ENSG00000180530	
FOXO3	1	ENSG00000118689	
AP4E1	1	ENSG00000081014	
MPLKIP	1	ENSG00000168303	
MAN2A1	1	ENSG00000112893	
IL6ST	1	ENSG00000134352	
CHURC1	1	ENSG00000258289	
RIPOR3	1	ENSG00000042062	
USP38	1	ENSG00000170185	
PLEKHD1	1	ENSG00000175985	
RABL2B	1	ENSG00000079974	
FITM2	1	ENSG00000197296	
CCDC47	1	ENSG00000108588	
HSD17B13	1	ENSG00000170509	
POM121	1	ENSG00000196313	
AP2M1	1	ENSG00000161203	
MVB12A	1	ENSG00000141971	
MYO6	1	ENSG00000196586	
NDUFB7	1	ENSG00000099795	
HSPA4	1	ENSG00000170606	
FAM162A	1	ENSG00000114023	
BCO2	1	ENSG00000197580	
MYSM1	1	ENSG00000162601	
NDUFA5	1	ENSG00000128609	
AGK	1	ENSG00000006530	
POLE3	1	ENSG00000148229	
WRAP53	1	ENSG00000141499	
ASB7	1	ENSG00000183475	
PMS2P13	1	ENSG00000276840	
SYTL1	1	ENSG00000142765	
OPRD1	1	ENSG00000116329	
LAMC3	1	ENSG00000050555	
RAD18	1	ENSG00000070950	
LIMCH1	1	ENSG00000064042	
ZNF655	1	ENSG00000197343	
FANCL	1	ENSG00000115392	
TRAK1	1	ENSG00000182606	
SENP5	1	ENSG00000119231	
CASP3	1	ENSG00000164305	
DCTD	1	ENSG00000129187	
SFSWAP	1	ENSG00000061936	
TSPAN14	1	ENSG00000108219	
PHF6	1	ENSG00000156531	
DIRAS2	1	ENSG00000165023	
GPX4	1	ENSG00000167468	
SRCAP	1	ENSG00000080603	
CDKN2AIPNL	1	ENSG00000237190	
ATPAF2	1	ENSG00000171953	
TIPARP	1	ENSG00000163659	
FYB1	1	ENSG00000082074	
FNDC3A	1	ENSG00000102531	
TMPRSS12	1	ENSG00000186452	
FOS	1	ENSG00000170345	
SCAMP4	1	ENSG00000227500	
ADAM12	1	ENSG00000148848	
CCT6A	1	ENSG00000146731	
PLCG2	1	ENSG00000197943	
NOP16	1	ENSG00000048162	
COG3	1	ENSG00000136152	
NAF1	1	ENSG00000145414	
AUTS2	1	ENSG00000158321	
TTLL9	1	ENSG00000131044	
ANAPC11	1	ENSG00000141552	
MPDU1	1	ENSG00000129255	
SMCHD1	1	ENSG00000101596	
STK39	1	ENSG00000198648	
ADD3	1	ENSG00000148700	
CD34	1	ENSG00000174059	
SAMD12	1	ENSG00000177570	
PICALM	1	ENSG00000073921	
DYRK1A	1	ENSG00000157540	
SDCCAG8	1	ENSG00000054282	
MVK	1	ENSG00000110921	
NUP188	1	ENSG00000095319	
TOMM34	1	ENSG00000025772	
HSBP1	1	ENSG00000230989	
ASB4	1	ENSG00000005981	
FAM24B	1	ENSG00000213185	
CLIP2	1	ENSG00000106665	
CATSPER2P1	1	ENSG00000205771	
ARGFX	1	ENSG00000186103	
FBXL13	1	ENSG00000161040	
IZUMO1	1	ENSG00000182264	
PHF11	1	ENSG00000136147	
IPCEF1	1	ENSG00000074706	
ARHGAP25	1	ENSG00000163219	
PSTK	1	ENSG00000179988	
RPS27P4	1	ENSG00000234287	
C6orf120	1	ENSG00000185127	
ADCY1	1	ENSG00000164742	
OSBPL6	1	ENSG00000079156	
CCDC201	1	ENSG00000283247	
MTND4P24	1	ENSG00000232177	
ZNF677	1	ENSG00000197928	
ZNF534	1	ENSG00000198633	
ZNF514	1	ENSG00000144026	
CENPBD1P	1	ENSG00000177946	
SIGLEC8	1	ENSG00000105366	
PAFAH2	1	ENSG00000158006	
RALGDS	1	ENSG00000160271	
OR7E21P	1	ENSG00000251178	
LRRN2	1	ENSG00000170382	
MCM3AP	1	ENSG00000160294	
LSM6	1	ENSG00000164167	
MLLT3	1	ENSG00000171843	
PFKM	1	ENSG00000152556	
PRKD1	1	ENSG00000184304	
TIMM23B-AGAP6	1	ENSG00000178440	
IDH2	1	ENSG00000182054	
ZSCAN22	1	ENSG00000182318	
E2F5	1	ENSG00000133740	
NDUFC2	1	ENSG00000151366	
FANCD2	1	ENSG00000144554	
TMEM268	1	ENSG00000157693	
PARP14	1	ENSG00000173193	
RAD23A	1	ENSG00000179262	
CARF	1	ENSG00000138380	
HEXA	1	ENSG00000213614	
MTR	1	ENSG00000116984	
CMBL	1	ENSG00000164237	
CENPH	1	ENSG00000153044	
OXSR1	1	ENSG00000172939	
ZFC3H1	1	ENSG00000133858	
HMGN5	1	ENSG00000198157	
AFDN	1	ENSG00000130396	
IRGQ	1	ENSG00000167378	
RPL39P3	1	ENSG00000235174	
APCDD1	1	ENSG00000154856	
CD63	1	ENSG00000135404	
RBMXL1	1	ENSG00000213516	
CBY1	1	ENSG00000100211	
TRPM6	1	ENSG00000119121	
SSNA1	1	ENSG00000176101	
KIAA1614	1	ENSG00000135835	
ARPP19	1	ENSG00000128989	
MARCHF2	1	ENSG00000099785	
SFPQ	1	ENSG00000116560	
DNAJB11	1	ENSG00000090520	
COPS4	1	ENSG00000138663	
DEPDC5	1	ENSG00000100150	
SYNCRIP	1	ENSG00000135316	
FSTL4	1	ENSG00000053108	
ZNF761	1	ENSG00000160336	
RASGRP3	1	ENSG00000152689	
BRAF	1	ENSG00000157764	
SREBF2	1	ENSG00000198911	
CDH3	1	ENSG00000062038	
WBP11P2	1	ENSG00000226789	
EGFL6	1	ENSG00000198759	
TBC1D14	1	ENSG00000132405	
TPGS1	1	ENSG00000141933	
MRPL43	1	ENSG00000055950	
PTGR2	1	ENSG00000140043	
REEP3	1	ENSG00000165476	
MAP1LC3C	1	ENSG00000197769	
OPA3	1	ENSG00000125741	
DPCD	1	ENSG00000166171	
APOBEC3F	1	ENSG00000128394	
CHMP4B	1	ENSG00000101421	
ZNF234	1	ENSG00000263002	
NT5C1A	1	ENSG00000116981	
TWF1	1	ENSG00000151239	
ELOVL5	1	ENSG00000012660	
DHRS12	1	ENSG00000102796	
TBL2	1	ENSG00000106638	
CYCS	1	ENSG00000172115	
EFNA1	1	ENSG00000169242	
MEMO1	1	ENSG00000162959	
STAT1	1	ENSG00000115415	
NSMCE2	1	ENSG00000156831	
TMEM143	1	ENSG00000161558	
DENND5A	1	ENSG00000184014	
DNAJC21	1	ENSG00000168724	
GIGYF1	1	ENSG00000146830	
TRPM3	1	ENSG00000083067	
CDC14B	1	ENSG00000081377	
SLC2A4RG	1	ENSG00000125520	
PPM1F	1	ENSG00000100034	
OAZ1	1	ENSG00000104904	
BST2	1	ENSG00000130303	
LAIR1	1	ENSG00000167613	
DCBLD2	1	ENSG00000057019	
RNF170	1	ENSG00000120925	
ZC3H12D	1	ENSG00000178199	
ZNF706	1	ENSG00000120963	
ARMCX3	1	ENSG00000102401	
DUOX2	1	ENSG00000140279	
PGLS	1	ENSG00000130313	
SLC13A5	1	ENSG00000141485	
TMEM185B	1	ENSG00000226479	
OR6C74	1	ENSG00000197706	
EPHB2	1	ENSG00000133216	
BAIAP2L2	1	ENSG00000128298	
GFM2	1	ENSG00000164347	
GAN	1	ENSG00000261609	
STAG2	1	ENSG00000101972	
PGM2	1	ENSG00000169299	
DRAM2	1	ENSG00000156171	
GORASP2	1	ENSG00000115806	
PDE6A	1	ENSG00000132915	
NIPAL3	1	ENSG00000001461	
GUCA1A	1	ENSG00000048545	
MYADM	1	ENSG00000179820	
PHLDB2	1	ENSG00000144824	
AGPAT3	1	ENSG00000160216	
NDUFA13	1	ENSG00000186010	
PPP1R7	1	ENSG00000115685	
VTI1A	1	ENSG00000151532	
TCHP	1	ENSG00000139437	
RGS9	1	ENSG00000108370	
SP1	1	ENSG00000185591	
GDAP1	1	ENSG00000104381	
EIF2B5	1	ENSG00000145191	
DDX41	1	ENSG00000183258	
DOP1B	1	ENSG00000142197	
TPRN	1	ENSG00000176058	
RNF128	1	ENSG00000133135	
THAP9	1	ENSG00000168152	
VKORC1L1	1	ENSG00000196715	
SPTB	1	ENSG00000070182	
PPFIA1	1	ENSG00000131626	
ADAM9	1	ENSG00000168615	
LY6D	1	ENSG00000167656	
NDUFA1	1	ENSG00000125356	
DTWD1	1	ENSG00000104047	
RPS6P20	1	ENSG00000226356	
TRIM52	1	ENSG00000183718	
KIAA2012	1	ENSG00000182329	
SIGIRR	1	ENSG00000185187	
TOMM40L	1	ENSG00000158882	
IL2RA	1	ENSG00000134460	
C1orf159	1	ENSG00000131591	
VPS51	1	ENSG00000149823	
RPS2P46	1	ENSG00000189343	
CROCCP2	1	ENSG00000215908	
PFKFB4	1	ENSG00000114268	
INAFM1	1	ENSG00000257704	
CD160	1	ENSG00000117281	
HGH1	1	ENSG00000235173	
CNPY3	1	ENSG00000137161	
CORO1B	1	ENSG00000172725	
FGF7P3	1	ENSG00000204837	
PABPC3	1	ENSG00000151846	
TMSB15C	1	ENSG00000269226	
PLEKHM2	1	ENSG00000116786	
CD320	1	ENSG00000167775	
NKD1	1	ENSG00000140807	
SH3GLB2	1	ENSG00000148341	
DOK4	1	ENSG00000125170	
CALB1	1	ENSG00000104327	
RNF212B	1	ENSG00000215277	
RNPEPL1	1	ENSG00000142327	
SYCP1	1	ENSG00000198765	
SEMA3E	1	ENSG00000170381	
SSBP4	1	ENSG00000130511	
PRDM7	1	ENSG00000126856	
TRDMT1	1	ENSG00000107614	
OPN1SW	1	ENSG00000128617	
ZNF75D	1	ENSG00000186376	
HLA-F	1	ENSG00000204642	
DUX4L50	1	ENSG00000232815	
COQ2	1	ENSG00000173085	
CFAP92	1	ENSG00000114656	
FAM222A	1	ENSG00000139438	
MAF	1	ENSG00000178573	
RBM38	1	ENSG00000132819	
FHDC1	1	ENSG00000137460	
SLC6A6	1	ENSG00000131389	
CT45A5	1	ENSG00000228836	
MAGEB10	1	ENSG00000177689	
NKPD1	1	ENSG00000179846	
EGR3	1	ENSG00000179388	
GOLGA7B	1	ENSG00000155265	
IGLV1-51	1	ENSG00000211644	
NPIPA7	1	ENSG00000214967	
SLC44A5	1	ENSG00000137968	
GABRR2	1	ENSG00000111886	
RPSAP14	1	ENSG00000233984	
HHLA2	1	ENSG00000114455	
PIM3	1	ENSG00000198355	
ZBTB34	1	ENSG00000177125	
DDX24	1	ENSG00000089737	
BAAT	1	ENSG00000136881	
GDF15	1	ENSG00000130513	
WASHC1	1	ENSG00000181404	
SLC2A5	1	ENSG00000142583	
PA2G4	1	ENSG00000170515	
UBE2E3	1	ENSG00000170035	
SLC25A30	1	ENSG00000174032	
AP3S1	1	ENSG00000177879	
EGFR	1	ENSG00000146648	
DRAP1	1	ENSG00000175550	
ADAR	1	ENSG00000160710	
COL4A6	1	ENSG00000197565	
DTX3L	1	ENSG00000163840	
FAM47E	1	ENSG00000189157	
C3orf70	1	ENSG00000187068	
LMX1B	1	ENSG00000136944	
GALNT5	1	ENSG00000136542	
ZNF114	1	ENSG00000178150	
TBCEL	1	ENSG00000154114	
N4BP2L2	1	ENSG00000244754	
SEL1L	1	ENSG00000071537	
FAM98A	1	ENSG00000119812	
OR3A3	1	ENSG00000159961	
KCTD13	1	ENSG00000174943	
PNPLA1	1	ENSG00000180316	
TMEM269	1	ENSG00000274386	
OR2A25	1	ENSG00000221933	
SELENOTP1	1	ENSG00000233846	
TASL	1	ENSG00000120280	
FEM1C	1	ENSG00000145780	
PAM	1	ENSG00000145730	
MRPL35	1	ENSG00000132313	
ZC3H18	1	ENSG00000158545	
CEBPZOS	1	ENSG00000218739	
CCDC157	1	ENSG00000187860	
RBM12	1	ENSG00000244462	
NCBP2	1	ENSG00000114503	
KIF11	1	ENSG00000138160	
ZCCHC8	1	ENSG00000033030	
NICN1	1	ENSG00000145029	
ODAD1	1	ENSG00000105479	
SH2B1	1	ENSG00000178188	
AHI1	1	ENSG00000135541	
ZKSCAN3	1	ENSG00000189298	
UBA5	1	ENSG00000081307	
CACNG5	1	ENSG00000075429	
PIN4	1	ENSG00000102309	
CD82	1	ENSG00000085117	
TMEM182	1	ENSG00000170417	
HACD1	1	ENSG00000165996	
ZNF283	1	ENSG00000167637	
RUVBL1	1	ENSG00000175792	
RAMAC	1	ENSG00000169612	
YIF1B	1	ENSG00000167645	
JDP2	1	ENSG00000140044	
TNNI1	1	ENSG00000159173	
ZNF587	1	ENSG00000198466	
ZNF292	1	ENSG00000188994	
SEMA4F	1	ENSG00000135622	
MAPKAP1	1	ENSG00000119487	
RBBP8	1	ENSG00000101773	
ALS2CL	1	ENSG00000178038	
KCNA7	1	ENSG00000104848	
XRCC3	1	ENSG00000126215	
PPIH	1	ENSG00000171960	
EPGN	1	ENSG00000182585	
RIN2	1	ENSG00000132669	
TNS3	1	ENSG00000136205	
ARPC3	1	ENSG00000111229	
NSMCE1	1	ENSG00000169189	
PEF1	1	ENSG00000162517	
CDC26	1	ENSG00000176386	
CYTH2	1	ENSG00000105443	
FRMPD1	1	ENSG00000070601	
TMEM33	1	ENSG00000109133	
TRMT9B	1	ENSG00000250305	
MRO	1	ENSG00000134042	
DCAF6	1	ENSG00000143164	
CENPS	1	ENSG00000175279	
APOOL	1	ENSG00000155008	
SHOX	1	ENSG00000292354	
MCM7	1	ENSG00000166508	
EMD	1	ENSG00000102119	
MMP14	1	ENSG00000157227	
PKNOX1	1	ENSG00000160199	
FBXL8	1	ENSG00000135722	
IL17RC	1	ENSG00000163702	
SASH1	1	ENSG00000111961	
TECR	1	ENSG00000099797	
POU2AF1	1	ENSG00000110777	
UBFD1	1	ENSG00000103353	
NARS1	1	ENSG00000134440	
NUP42	1	ENSG00000136243	
RNF13	1	ENSG00000082996	
TATDN2	1	ENSG00000157014	
OAT	1	ENSG00000065154	
SLC7A5	1	ENSG00000103257	
PIH1D1	1	ENSG00000104872	
ELOVL6	1	ENSG00000170522	
ADGRV1	1	ENSG00000164199	
ATXN7	1	ENSG00000163635	
GNL2	1	ENSG00000134697	
MAGIX	1	ENSG00000269313	
PRDX5	1	ENSG00000126432	
PKD2L2	1	ENSG00000078795	
SLC35E2B	1	ENSG00000189339	
POLR1D	1	ENSG00000186184	
ANAPC4	1	ENSG00000053900	
SLC6A4	1	ENSG00000108576	
SNX15	1	ENSG00000110025	
NR3C1	1	ENSG00000113580	
HECTD1	1	ENSG00000092148	
RBBP6	1	ENSG00000122257	
BRCC3	1	ENSG00000185515	
NUDT9	1	ENSG00000170502	
ZNF793	1	ENSG00000188227	
SHROOM4	1	ENSG00000158352	
SATL1	1	ENSG00000184788	
PTGIS	1	ENSG00000124212	
NUAK2	1	ENSG00000163545	
PHF12	1	ENSG00000109118	
HFE	1	ENSG00000010704	
FNTA	1	ENSG00000168522	
SORD	1	ENSG00000140263	
MANEAL	1	ENSG00000185090	
BNIP3L	1	ENSG00000104765	
SERPINH1	1	ENSG00000149257	
FKBP14	1	ENSG00000106080	
UBE2O	1	ENSG00000175931	
LAMP2	1	ENSG00000005893	
TMEM140	1	ENSG00000146859	
FOXK1	1	ENSG00000164916	
PTGES3L	1	ENSG00000267060	
FKBP7	1	ENSG00000079150	
LARP4	1	ENSG00000161813	
BMP2K	1	ENSG00000138756	
ERP29	1	ENSG00000089248	
LEPROTL1	1	ENSG00000104660	
TBX3	1	ENSG00000135111	
SYS1	1	ENSG00000204070	
ABCF3	1	ENSG00000161204	
BRD2	1	ENSG00000204256	
IRF2BP2	1	ENSG00000168264	
C9orf85	1	ENSG00000155621	
SHE	1	ENSG00000169291	
LSM10	1	ENSG00000181817	
BLOC1S6P1	1	ENSG00000196564	
SPEG	1	ENSG00000072195	
SERPINB5	1	ENSG00000206075	
AIMP2	1	ENSG00000106305	
TM2D1	1	ENSG00000162604	
KLK11	1	ENSG00000167757	
THOC1	1	ENSG00000079134	
C19orf33	1	ENSG00000167644	
ARHGDIA	1	ENSG00000141522	
ACAP2	1	ENSG00000114331	
CAMLG	1	ENSG00000164615	
SIN3B	1	ENSG00000127511	
DPYSL5	1	ENSG00000157851	
MYO9B	1	ENSG00000099331	
SLC39A8	1	ENSG00000138821	
PHIP	1	ENSG00000146247	
POLQ	1	ENSG00000051341	
SEC14L1	1	ENSG00000129657	
LARGE1	1	ENSG00000133424	
TAF6	1	ENSG00000106290	
SULF2	1	ENSG00000196562	
WDR97	1	ENSG00000179698	
BCKDHA	1	ENSG00000248098	
CAV2	1	ENSG00000105971	
HSF2BP	1	ENSG00000160207	
LRCH4	1	ENSG00000077454	
ZNF721	1	ENSG00000182903	
ADK	1	ENSG00000156110	
ZNF345	1	ENSG00000251247	
PCCB	1	ENSG00000114054	
ERBB2	1	ENSG00000141736	
IMPA2	1	ENSG00000141401	
DTYMK	1	ENSG00000168393	
GSTK1	1	ENSG00000197448	
ZNF554	1	ENSG00000172006	
RALGAPB	1	ENSG00000170471	
TUBGCP4	1	ENSG00000137822	
OLFML2A	1	ENSG00000185585	
RBM19	1	ENSG00000122965	
RELA	1	ENSG00000173039	
EIF2B1	1	ENSG00000111361	
MORC4	1	ENSG00000133131	
LLPH	1	ENSG00000139233	
ACBD5	1	ENSG00000107897	
PDIA5	1	ENSG00000065485	
MELTF	1	ENSG00000163975	
GSKIP	1	ENSG00000100744	
GNL3L	1	ENSG00000130119	
TNFSF14	1	ENSG00000125735	
CNNM3	1	ENSG00000168763	
GATD3	1	ENSG00000160221	
DLEU7	1	ENSG00000186047	
SCN1A	1	ENSG00000144285	
NIPAL2	1	ENSG00000104361	
NUBPL	1	ENSG00000151413	
RAB27A	1	ENSG00000069974	
U2SURP	1	ENSG00000163714	
GTF3C5	1	ENSG00000148308	
LRATD2	1	ENSG00000168672	
EDEM2	1	ENSG00000088298	
NDUFA10	1	ENSG00000130414	
PXN	1	ENSG00000089159	
LSM11	1	ENSG00000155858	
RCOR1	1	ENSG00000089902	
DDX27	1	ENSG00000124228	
LPP	1	ENSG00000145012	
POLR1H	1	ENSG00000066379	
TIMM13	1	ENSG00000099800	
BIRC5	1	ENSG00000089685	
NOC2L	1	ENSG00000188976	
ADAL	1	ENSG00000168803	
MFSD2B	1	ENSG00000205639	
TUBA1C	1	ENSG00000167553	
NDUFA8	1	ENSG00000119421	
IARS2	1	ENSG00000067704	
LILRB5	1	ENSG00000105609	
VWCE	1	ENSG00000167992	
MAPRE1	1	ENSG00000101367	
UBL5	1	ENSG00000198258	
CWC27	1	ENSG00000153015	
COPZ1	1	ENSG00000111481	
SGK1	1	ENSG00000118515	
TGM2	1	ENSG00000198959	
SV2B	1	ENSG00000185518	
ANKS1B	1	ENSG00000185046	
DNAAF1	1	ENSG00000154099	
NDUFV2	1	ENSG00000178127	
