NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
CARRILLOREIXACH_HEPATOBLASTOMA_VS_NORMAL_DN	1257	590		
CARRILLOREIXACH_HEPATOBLASTOMA_VS_NORMAL_HYPERMETHYLATED_AND_DN	21	11		
CARRILLOREIXACH_HEPATOBLASTOMA_VS_NORMAL_HYPOMETHYLATED_AND_UP	162	116		
CARRILLOREIXACH_HEPATOBLASTOMA_VS_NORMAL_UP	891	553		
CARRILLOREIXACH_MRS3_VS_LOWER_RISK_HEPATOBLASTOMA_DN	168	111		
CARRILLOREIXACH_MRS3_VS_LOWER_RISK_HEPATOBLASTOMA_UP	50	30		
CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_DN	669	579		
CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_UP	174	126		
CASORELLI_APL_SECONDARY_VS_DE_NOVO_UP	39	27		
CASTELLANO_HRAS_AND_NRAS_TARGETS_DN	8	6		
CASTELLANO_HRAS_AND_NRAS_TARGETS_UP	6	6		
CASTELLANO_HRAS_TARGETS_DN	6	5		
CASTELLANO_HRAS_TARGETS_UP	5		Rejected!	
CASTELLANO_NRAS_TARGETS_DN	14	8		
CASTELLANO_NRAS_TARGETS_UP	72	49		
CAVARD_LIVER_CANCER_MALIGNANT_VS_BENIGN	32	18		
CEBALLOS_TARGETS_OF_TP53_AND_MYC_DN	33	26		
CEBALLOS_TARGETS_OF_TP53_AND_MYC_UP	19	15		
CERIBELLI_GENES_INACTIVE_AND_BOUND_BY_NFY	41	15		
CERIBELLI_PROMOTERS_INACTIVE_AND_BOUND_BY_NFY	40	9		
CERVERA_SDHB_TARGETS_1_DN	36	16		
CERVERA_SDHB_TARGETS_1_UP	120	71		
CERVERA_SDHB_TARGETS_2	115	69		
CHANDRAN_METASTASIS_DN	316	191		
CHANDRAN_METASTASIS_TOP50_DN	44	36		
CHANDRAN_METASTASIS_TOP50_UP	37	33		
CHANDRAN_METASTASIS_UP	209	152		
CHANGOLKAR_H2AFY_TARGETS_DN	42	26		
CHANGOLKAR_H2AFY_TARGETS_UP	50	34		
CHANG_IMMORTALIZED_BY_HPV31_DN	60	46		
CHANG_IMMORTALIZED_BY_HPV31_UP	73	50		
CHANG_POU5F1_TARGETS_DN	8	6		
CHANG_POU5F1_TARGETS_UP	15	11		
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN	52	33		
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_UP	126	106		
CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN	457	391		
CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_UP	385	259		
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN	465	373		
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP	455	319		
CHASSOT_SKIN_WOUND	9	8		
CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_DN	106	88		
CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_UP	50	44		
CHEBOTAEV_GR_TARGETS_DN	124	67		
CHEBOTAEV_GR_TARGETS_UP	77	47		
CHEMELLO_SOLEUS_VS_EDL_MYOFIBERS_DN	5		Rejected!	
CHEMELLO_SOLEUS_VS_EDL_MYOFIBERS_UP	20	7		
CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_DN	408	266		
CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_UP	145	126		
CHENG_IMPRINTED_BY_ESTRADIOL	110	67		
CHENG_RESPONSE_TO_NICKEL_ACETATE	45	40		
CHENG_TAF7L_TARGETS	6	5		
CHEN_ETV5_TARGETS_SERTOLI	25	11		
CHEN_ETV5_TARGETS_TESTIS	25	18		
CHEN_HOXA5_TARGETS_6HR_DN	6	6		
CHEN_HOXA5_TARGETS_6HR_UP	10	8		
CHEN_HOXA5_TARGETS_9HR_DN	42	34		
CHEN_HOXA5_TARGETS_9HR_UP	223	191		
CHEN_LIVER_METABOLISM_QTL_CIS	95	58		
CHEN_LUNG_CANCER_SURVIVAL	28	20		
CHEN_LVAD_SUPPORT_OF_FAILING_HEART_DN	42	23		
CHEN_LVAD_SUPPORT_OF_FAILING_HEART_UP	102	64		
CHEN_METABOLIC_SYNDROM_NETWORK	1242	825		
CHEN_NEUROBLASTOMA_COPY_NUMBER_GAINS	50	38		
CHEN_PDGF_TARGETS	18	16		
CHEOK_RESPONSE_TO_HD_MTX_DN	23	23		
CHEOK_RESPONSE_TO_HD_MTX_UP	23	13		
CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_HD_MTX_DN	25	21		
CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_HD_MTX_UP	5	5		
CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_LD_MTX_DN	20	14		
CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_LD_MTX_UP	10	9		
CHEOK_RESPONSE_TO_MERCAPTOPURINE_DN	21	13		
CHEOK_RESPONSE_TO_MERCAPTOPURINE_UP	12	12		
CHESLER_BRAIN_D6MIT150_QTL_CIS	6		Rejected!	
CHESLER_BRAIN_D6MIT150_QTL_TRANS	9		Rejected!	
CHESLER_BRAIN_HIGHEST_EXPRESSION	41	35		
CHESLER_BRAIN_HIGHEST_GENETIC_VARIANCE	39	28		
CHESLER_BRAIN_QTL_CIS	73	58		
CHESLER_BRAIN_QTL_TRANS	6	5		
CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_DN	170	95		
CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_UP	175	99		
CHIANG_LIVER_CANCER_SUBCLASS_INTERFERON_DN	52	31		
CHIANG_LIVER_CANCER_SUBCLASS_INTERFERON_UP	26	12		
CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_DN	25	22		
CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_UP	79	40		
CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_DN	179	89		
CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_UP	179	155		
CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN	194	177		
CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_UP	86	58		
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_DN	152	124		
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_UP	121	89		
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_DN	54	33		
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_UP	59	48		
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_DN	141	105		
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_UP	128	106		
CHIARETTI_ACUTE_LYMPHOBLASTIC_LEUKEMIA_ZAP70	68	46		
CHIARETTI_T_ALL_REFRACTORY_TO_THERAPY	30	22		
CHIARETTI_T_ALL_RELAPSE_PROGNOSIS	19	15		
CHIBA_RESPONSE_TO_TSA	45	38		
CHIBA_RESPONSE_TO_TSA_DN	21	19		
CHIBA_RESPONSE_TO_TSA_UP	50	31		
CHICAS_RB1_TARGETS_CONFLUENT	567	394		
CHICAS_RB1_TARGETS_GROWING	242	186		
CHICAS_RB1_TARGETS_LOW_SERUM	103	80		
CHICAS_RB1_TARGETS_SENESCENT	565	425		
CHIN_BREAST_CANCER_COPY_NUMBER_DN	13	9		
CHIN_BREAST_CANCER_COPY_NUMBER_UP	28	20		
CHNG_MULTIPLE_MYELOMA_HYPERPLOID_DN	30	26		
CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP	54	45		
CHOI_ATL_ACUTE_STAGE	6		Rejected!	
CHOI_ATL_CHRONIC_VS_ACUTE_DN	19	17		
CHOI_ATL_STAGE_PREDICTOR	44	40		
CHOW_RASSF1_TARGETS_DN	30	27		
CHOW_RASSF1_TARGETS_UP	26	24		
CHO_NR4A1_TARGETS	32	17		
CHUANG_OXIDATIVE_STRESS_RESPONSE_DN	11	11		
CHUANG_OXIDATIVE_STRESS_RESPONSE_UP	28	16		
CHUNG_BLISTER_CYTOTOXICITY_DN	50	30		
CHUNG_BLISTER_CYTOTOXICITY_UP	136	112		
CHYLA_CBFA2T3_TARGETS_DN	246	148		
CHYLA_CBFA2T3_TARGETS_UP	388	222		
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_DN	35	17		
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_UP	20	15		
CLAUS_PGR_POSITIVE_MENINGIOMA_DN	12	7		
CLAUS_PGR_POSITIVE_MENINGIOMA_UP	10	9		
CLIMENT_BREAST_CANCER_COPY_NUMBER_DN	8	7		
CLIMENT_BREAST_CANCER_COPY_NUMBER_UP	23	16		
COATES_MACROPHAGE_M1_VS_M2_DN	84	55		
COATES_MACROPHAGE_M1_VS_M2_UP	87	66		
COLDREN_GEFITINIB_RESISTANCE_DN	230	176		
COLDREN_GEFITINIB_RESISTANCE_UP	86	74		
COLINA_TARGETS_OF_4EBP1_AND_4EBP2	359	260		
COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_DN	28	21		
COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_UP	34	20		
COLLER_MYC_TARGETS_DN	7		Rejected!	
COLLER_MYC_TARGETS_UP	24	20		
COLLIS_PRKDC_REGULATORS	13	12		
COLLIS_PRKDC_SUBSTRATES	17	15		
CONCANNON_APOPTOSIS_BY_EPOXOMICIN_DN	176	121		
CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP	239	188		
CONRAD_GERMLINE_STEM_CELL	13	7		
CONRAD_STEM_CELL	39	26		
CORONEL_RFX7_DIRECT_TARGETS_UP	44	35		
CORRE_MULTIPLE_MYELOMA_DN	59	34		
CORRE_MULTIPLE_MYELOMA_UP	80	40		
COULOUARN_TEMPORAL_TGFB1_SIGNATURE_DN	138	91		
COULOUARN_TEMPORAL_TGFB1_SIGNATURE_UP	109	94		
COWLING_MYCN_TARGETS	43	20		
CREIGHTON_AKT1_SIGNALING_VIA_MTOR_DN	23	22		
CREIGHTON_AKT1_SIGNALING_VIA_MTOR_UP	34	27		
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_1	534	409		
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_2	471	294		
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3	726	547		
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_4	307	201		
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5	491	390		
CROMER_METASTASIS_DN	77	69		
CROMER_METASTASIS_UP	73	55		
CROMER_TUMORIGENESIS_DN	49	23		
CROMER_TUMORIGENESIS_UP	58	32		
CROONQUIST_IL6_DEPRIVATION_DN	95	87		
CROONQUIST_IL6_DEPRIVATION_UP	17	6		
CROONQUIST_NRAS_SIGNALING_DN	70	66		
CROONQUIST_NRAS_SIGNALING_UP	40	18		
CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN	97	72		
CROONQUIST_NRAS_VS_STROMAL_STIMULATION_UP	41	21		
CROONQUIST_STROMAL_STIMULATION_DN	13	10		
CROONQUIST_STROMAL_STIMULATION_UP	56	32		
CROSBY_E2F4_TARGETS	6	6		
CUI_GLUCOSE_DEPRIVATION	61	50		
CUI_TCF21_TARGETS_2_DN	854	657		
CUI_TCF21_TARGETS_2_UP	437	282		
CUI_TCF21_TARGETS_DN	34	19		
CUI_TCF21_TARGETS_UP	36	14		
CURSONS_NATURAL_KILLER_CELLS	20		Rejected!	
DACOSTA_ERCC3_ALLELE_XPCS_VS_TTD_DN	34	16		
DACOSTA_ERCC3_ALLELE_XPCS_VS_TTD_UP	28	16		
DACOSTA_LOW_DOSE_UV_RESPONSE_VIA_ERCC3_XPCS_DN	9	8		
DACOSTA_LOW_DOSE_UV_RESPONSE_VIA_ERCC3_XPCS_UP	14	8		
DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN	466	432		
DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_UP	75	59		
DACOSTA_UV_RESPONSE_VIA_ERCC3_DN	856	786		
DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_DN	84	74		
DACOSTA_UV_RESPONSE_VIA_ERCC3_TTD_UP	59	51		
DACOSTA_UV_RESPONSE_VIA_ERCC3_UP	318	260		
DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_DN	85	72		
DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_UP	25	19		
DAIRKEE_CANCER_PRONE_RESPONSE_BPA	51	43		
DAIRKEE_CANCER_PRONE_RESPONSE_BPA_E2	118	92		
DAIRKEE_CANCER_PRONE_RESPONSE_E2	28	19		
DALESSIO_TSA_RESPONSE	26	11		
DANG_BOUND_BY_MYC	1061	876		
DANG_MYC_TARGETS_DN	31	26		
DANG_MYC_TARGETS_UP	130	116		
DANG_REGULATED_BY_MYC_DN	251	196		
DANG_REGULATED_BY_MYC_UP	68	58		
DARWICHE_PAPILLOMA_PROGRESSION_RISK	77	39		
DARWICHE_PAPILLOMA_RISK_HIGH_DN	185	122		
DARWICHE_PAPILLOMA_RISK_HIGH_UP	154	104		
DARWICHE_PAPILLOMA_RISK_LOW_DN	172	116		
DARWICHE_PAPILLOMA_RISK_LOW_UP	168	110		
DARWICHE_SKIN_TUMOR_PROMOTER_DN	194	129		
DARWICHE_SKIN_TUMOR_PROMOTER_UP	147	97		
DARWICHE_SQUAMOUS_CELL_CARCINOMA_DN	186	117		
DARWICHE_SQUAMOUS_CELL_CARCINOMA_UP	153	109		
DASU_IL6_SIGNALING_DN	7	5		
DASU_IL6_SIGNALING_SCAR_DN	16	10		
DASU_IL6_SIGNALING_SCAR_UP	31	24		
DASU_IL6_SIGNALING_UP	61	43		
DAUER_STAT3_TARGETS_DN	48	41		
DAUER_STAT3_TARGETS_UP	48	38		
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_DN	179	116		
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP	340	244		
DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_DN	20	12		
DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_UP	60	41		
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_DN	14	7		
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP	64	43		
DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_DN	66	38		
DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_UP	258	192		
DAVIES_MULTIPLE_MYELOMA_VS_MGUS_DN	26	16		
DAVIES_MULTIPLE_MYELOMA_VS_MGUS_UP	13	7		
DAWSON_METHYLATED_IN_LYMPHOMA_TCL1	59	27		
DAZARD_RESPONSE_TO_UV_NHEK_DN	300	277		
DAZARD_RESPONSE_TO_UV_NHEK_UP	223	152		
DAZARD_RESPONSE_TO_UV_SCC_DN	115	104		
DAZARD_RESPONSE_TO_UV_SCC_UP	105	95		
DAZARD_UV_RESPONSE_CLUSTER_G1	62	46		
DAZARD_UV_RESPONSE_CLUSTER_G2	30	21		
DAZARD_UV_RESPONSE_CLUSTER_G24	24	16		
DAZARD_UV_RESPONSE_CLUSTER_G28	20	12		
DAZARD_UV_RESPONSE_CLUSTER_G3	14	9		
DAZARD_UV_RESPONSE_CLUSTER_G4	20	14		
DAZARD_UV_RESPONSE_CLUSTER_G5	12	8		
DAZARD_UV_RESPONSE_CLUSTER_G6	145	135		
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN	276	211		
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_UP	300	259		
DEBOSSCHER_NFKB_TARGETS_REPRESSED_BY_GLUCOCORTICOIDS	21	7		
DELACROIX_RARG_BOUND_MEF	366	257		
DELACROIX_RAR_BOUND_ES	465	308		
DELACROIX_RAR_TARGETS_DN	26	22		
DELACROIX_RAR_TARGETS_UP	47	31		
DELASERNA_MYOD_TARGETS_DN	56	39		
DELASERNA_MYOD_TARGETS_UP	86	50		
DELASERNA_TARGETS_OF_MYOD_AND_SMARCA4	11		Rejected!	
DELLA_RESPONSE_TO_TSA_AND_BUTYRATE	21	17		
DELPUECH_FOXO3_TARGETS_DN	40	36		
DELPUECH_FOXO3_TARGETS_UP	65	53		
DELYS_THYROID_CANCER_DN	233	127		
DELYS_THYROID_CANCER_UP	445	304		
DEMAGALHAES_AGING_DN	16	11		
DEMAGALHAES_AGING_UP	54	35		
DEN_INTERACT_WITH_LCA5	26	24		
DER_IFN_ALPHA_RESPONSE_DN	6	5		
DER_IFN_ALPHA_RESPONSE_UP	74	65		
DER_IFN_BETA_RESPONSE_DN	8		Rejected!	
DER_IFN_BETA_RESPONSE_UP	103	95		
DER_IFN_GAMMA_RESPONSE_DN	11	9		
DER_IFN_GAMMA_RESPONSE_UP	71	61		
DESERT_EXTRACELLULAR_MATRIX_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	22	13		
DESERT_PERIPORTAL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	159	69		
DESERT_PERIVENOUS_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	155	124		
DESERT_STEM_CELL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	242	201		
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN	323	240		
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP	368	249		
DE_YY1_TARGETS_DN	93	85		
DE_YY1_TARGETS_UP	20	12		
DIAZ_CHRONIC_MYELOGENOUS_LEUKEMIA_DN	116	78		
DIAZ_CHRONIC_MYELOGENOUS_LEUKEMIA_UP	1399		Rejected!	
DIERICK_SEROTONIN_FUNCTION_GENES	7		Rejected!	
DING_LUNG_CANCER_BY_MUTATION_RATE	20	11		
DING_LUNG_CANCER_EXPRESSION_BY_COPY_NUMBER	100	88		
DING_LUNG_CANCER_MUTATED_FREQUENTLY	12	9		
DING_LUNG_CANCER_MUTATED_RECURRENTLY	6	6		
DING_LUNG_CANCER_MUTATED_SIGNIFICANTLY	26	15		
DIRMEIER_LMP1_RESPONSE_EARLY	62	43		
DIRMEIER_LMP1_RESPONSE_LATE_DN	30	26		
DIRMEIER_LMP1_RESPONSE_LATE_UP	56	47		
DISTECHE_ESCAPED_FROM_X_INACTIVATION	13	12		
DITTMER_PTHLH_TARGETS_DN	70	60		
DITTMER_PTHLH_TARGETS_UP	113	104		
DI_MARTINO_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC	27	16		
DI_MARTINO_MATRISOME_HIGHLY_PROLIFERATIVE_HNSCC_TUMOR_CELL_DERIVED	17	11		
DOANE_BREAST_CANCER_CLASSES_DN	33	26		
DOANE_BREAST_CANCER_CLASSES_UP	72	34		
DOANE_BREAST_CANCER_ESR1_DN	47	29		
DOANE_BREAST_CANCER_ESR1_UP	111	65		
DOANE_RESPONSE_TO_ANDROGEN_DN	242	185		
DOANE_RESPONSE_TO_ANDROGEN_UP	185	123		
DODD_NASOPHARYNGEAL_CARCINOMA_DN	1816	979		
DODD_NASOPHARYNGEAL_CARCINOMA_UP	1407		Rejected!	
DONATO_CELL_CYCLE_TRETINOIN	6	6		
DORMOY_ELAVL1_TARGETS	18	12		
DORN_ADENOVIRUS_INFECTION_12HR_DN	33	29		
DORN_ADENOVIRUS_INFECTION_12HR_UP	28	19		
DORN_ADENOVIRUS_INFECTION_24HR_DN	42	34		
DORN_ADENOVIRUS_INFECTION_24HR_UP	12	9		
DORN_ADENOVIRUS_INFECTION_32HR_DN	38	32		
DORN_ADENOVIRUS_INFECTION_32HR_UP	11	8		
DORN_ADENOVIRUS_INFECTION_48HR_DN	39	32		
DORN_ADENOVIRUS_INFECTION_48HR_UP	14	10		
DORSAM_HOXA9_TARGETS_DN	32	24		
DORSAM_HOXA9_TARGETS_UP	35	29		
DORSEY_GAB2_TARGETS	30	19		
DOUGLAS_BMI1_TARGETS_DN	314	263		
DOUGLAS_BMI1_TARGETS_UP	563	411		
DUAN_PRDM5_TARGETS	77	51		
DUNNE_TARGETS_OF_AML1_MTG8_FUSION_DN	19	15		
DUNNE_TARGETS_OF_AML1_MTG8_FUSION_UP	53	28		
DURAND_STROMA_NS_UP	169	121		
DURAND_STROMA_S_UP	300	172		
DURCHDEWALD_SKIN_CARCINOGENESIS_DN	265	218		
DURCHDEWALD_SKIN_CARCINOGENESIS_UP	96	51		
DUTERTRE_ESTRADIOL_RESPONSE_24HR_DN	504	424		
DUTERTRE_ESTRADIOL_RESPONSE_24HR_UP	323	274		
DUTERTRE_ESTRADIOL_RESPONSE_6HR_DN	91	76		
DUTERTRE_ESTRADIOL_RESPONSE_6HR_UP	228	185		
DUTTA_APOPTOSIS_VIA_NFKB	33	24		
EBAUER_MYOGENIC_TARGETS_OF_PAX3_FOXO1_FUSION	48	21		
EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_DN	49	35		
EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_UP	200	108		
EGUCHI_CELL_CYCLE_RB1_TARGETS	22	22		
EHLERS_ANEUPLOIDY_DN	12	10		
EHLERS_ANEUPLOIDY_UP	40	33		
EHRLICH_ICF_SYNDROM_DN	17	8		
EHRLICH_ICF_SYNDROM_UP	13	7		
EINAV_INTERFERON_SIGNATURE_IN_CANCER	27	26		
ELLWOOD_MYC_TARGETS_DN	43	34		
ELLWOOD_MYC_TARGETS_UP	13	9		
ELVIDGE_HIF1A_AND_HIF2A_TARGETS_DN	104	80		
ELVIDGE_HIF1A_AND_HIF2A_TARGETS_UP	41	33		
ELVIDGE_HIF1A_TARGETS_DN	91	66		
ELVIDGE_HIF1A_TARGETS_UP	67	54		
ELVIDGE_HIF2A_TARGETS_UP	6		Rejected!	
ELVIDGE_HYPOXIA_BY_DMOG_DN	59	42		
ELVIDGE_HYPOXIA_BY_DMOG_UP	132	107		
ELVIDGE_HYPOXIA_DN	147	118		
ELVIDGE_HYPOXIA_UP	171	137		
ENGELMANN_CANCER_PROGENITORS_DN	69	46		
ENGELMANN_CANCER_PROGENITORS_UP	48	34		
ENK_UV_RESPONSE_EPIDERMIS_DN	512	412		
ENK_UV_RESPONSE_EPIDERMIS_UP	296	240		
ENK_UV_RESPONSE_KERATINOCYTE_DN	481	454		
ENK_UV_RESPONSE_KERATINOCYTE_UP	533	400		
EPPERT_CE_HSC_LSC	41	25		
EPPERT_HSC_R	127	88		
EPPERT_LSC_R	42	35		
EPPERT_PROGENITOR	138	120		
FAELT_B_CLL_WITH_VH3_21_DN	49	43		
FAELT_B_CLL_WITH_VH3_21_UP	45	36		
FAELT_B_CLL_WITH_VH_REARRANGEMENTS_DN	49	43		
FAELT_B_CLL_WITH_VH_REARRANGEMENTS_UP	48	39		
FALVELLA_SMOKERS_WITH_LUNG_CANCER	81	62		
FARDIN_HYPOXIA_11	32	31		
FARDIN_HYPOXIA_9	7	7		
FARMER_BREAST_CANCER_APOCRINE_VS_BASAL	329	255		
FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL	327	241		
FARMER_BREAST_CANCER_BASAL_VS_LULMINAL	329	257		
FARMER_BREAST_CANCER_CLUSTER_1	48	22		
FARMER_BREAST_CANCER_CLUSTER_2	33	32		
FARMER_BREAST_CANCER_CLUSTER_3	16	15		
FARMER_BREAST_CANCER_CLUSTER_4	19	9		
FARMER_BREAST_CANCER_CLUSTER_5	19	17		
FARMER_BREAST_CANCER_CLUSTER_6	14	9		
FARMER_BREAST_CANCER_CLUSTER_7	20	15		
FARMER_BREAST_CANCER_CLUSTER_8	7		Rejected!	
FEKIR_HEPARG_SIDE_POP_VS_HEPARG_DN	107	40		
FEKIR_HEPARG_SIDE_POP_VS_HEPARG_UP	90	65		
FEKIR_HEPARG_SPHERE_VS_HEPARG_DN	42	26		
FEKIR_HEPARG_SPHERE_VS_HEPARG_UP	103	89		
FERNANDEZ_BOUND_BY_MYC	181	134		
FERRANDO_HOX11_NEIGHBORS	23	15		
FERRANDO_LYL1_NEIGHBORS	16	6		
FERRANDO_TAL1_NEIGHBORS	20	9		
FERRANDO_T_ALL_WITH_MLL_ENL_FUSION_DN	89	73		
FERRANDO_T_ALL_WITH_MLL_ENL_FUSION_UP	89	59		
FERRARI_RESPONSE_TO_FENRETINIDE_DN	5		Rejected!	
FERRARI_RESPONSE_TO_FENRETINIDE_UP	22	17		
FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_DN	96	61		
FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_UP	164	145		
FEVR_CTNNB1_TARGETS_DN	555	480		
FEVR_CTNNB1_TARGETS_UP	688	455		
FIGUEROA_AML_METHYLATION_CLUSTER_1_DN	46	29		
FIGUEROA_AML_METHYLATION_CLUSTER_1_UP	122	74		
FIGUEROA_AML_METHYLATION_CLUSTER_2_DN	9	5		
FIGUEROA_AML_METHYLATION_CLUSTER_2_UP	54	28		
FIGUEROA_AML_METHYLATION_CLUSTER_3_DN	40	22		
FIGUEROA_AML_METHYLATION_CLUSTER_3_UP	170	112		
FIGUEROA_AML_METHYLATION_CLUSTER_4_DN	15	6		
FIGUEROA_AML_METHYLATION_CLUSTER_4_UP	112	70		
FIGUEROA_AML_METHYLATION_CLUSTER_5_DN	47	23		
FIGUEROA_AML_METHYLATION_CLUSTER_5_UP	12	8		
FIGUEROA_AML_METHYLATION_CLUSTER_6_DN	37	12		
FIGUEROA_AML_METHYLATION_CLUSTER_6_UP	140	95		
FIGUEROA_AML_METHYLATION_CLUSTER_7_DN	5		Rejected!	
FIGUEROA_AML_METHYLATION_CLUSTER_7_UP	118	77		
FINAK_BREAST_CANCER_SDPP_SIGNATURE	26	8		
FINETTI_BREAST_CANCERS_KINOME_BLUE	21	13		
FINETTI_BREAST_CANCERS_KINOME_GRAY	15	14		
FINETTI_BREAST_CANCER_KINOME_GREEN	16	10		
FINETTI_BREAST_CANCER_KINOME_RED	16	16		
FIRESTEIN_CTNNB1_PATHWAY	32	23		
FIRESTEIN_CTNNB1_PATHWAY_AND_PROLIFERATION	9	7		
FIRESTEIN_PROLIFERATION	166	118		
FISCHER_DIRECT_P53_TARGETS_META_ANALYSIS	311	251		
FISCHER_DREAM_TARGETS	969	881		
FISCHER_G1_S_CELL_CYCLE	200	164		
FISCHER_G2_M_CELL_CYCLE	236	220		
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN	24	16		
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP	568	480		
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN	553	417		
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP	88	43		
FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN	42	35		
FLECHNER_PBL_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP	154	137		
FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN	51	40		
FLECHNER_PBL_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP	65	58		
FLORIO_HUMAN_NEOCORTEX	47	19		
FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_DN	190	160		
FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_UP	384	236		
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_DN	31	18		
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP	52	47		
FONTAINE_FOLLICULAR_THYROID_ADENOMA_DN	70	51		
FONTAINE_FOLLICULAR_THYROID_ADENOMA_UP	78	54		
